"id" "age" "emp" "cmean_emp" "emp_prev" "ln_roa" "exit_term" "assp_soc_prev" "assp_soc" "assp_hist"
"33667" 7515 3 2 2 2 0.000126203580293804 0 -507524.25 -79064.3125 -403848.5
"33668" 7515 4 2 2 2 0 0 -370690.1875 -507524.25 172847
"33670" 7516 2 1 1 1 0.174838170409203 0 5278.5 -539161.8125 579674
"33671" 7516 3 1 1 1 0.183042168617249 0 143416.875 5278.5 133282
"33672" 7516 4 1 1 1 0.183037087321281 1 -144446.625 143416.875 -8158
"33673" 7516 5 1 1 1 0.15854124724865 0 -276234.25 -144446.625 -11510
"33675" 7517 2 2 2 2 0.274574458599091 0 -950043.5 -1015303.9375 267044.5
"33676" 7517 3 2 2 2 0.130994856357574 0 -1234096 -950043.5 -262716.5
"33677" 7517 4 2 2 2 0.100670009851456 0 -1189295.375 -1234096 -4956.5
"33678" 7517 5 2 2 2 0.069909542798996 0 -1255157.625 -1189295.375 -3905
"33679" 7517 6 2 2 2 0.103183127939701 0 -1156869.75 -1255157.625 -154
"33680" 7517 7 2 2 2 0.0363931357860565 0 -1477404.125 -1156869.75 0
"33690" 7518 2 1 1 1 0.42293792963028 0 109444.5 1800508.1875 -1655830
"33691" 7518 3 1 1 1 0.123070597648621 1 1149728.6875 109444.5 1114860
"33693" 7519 2 1 1 1 0.0214408151805401 1 -767693.375 -1107025.625 382641
"33695" 7520 2 1 1 1 0.261242508888245 0 -508101.125 -624395.5 111438
"33696" 7520 3 1 1 1 0.156690284609795 0 -543985.3125 -508101.125 43548
"33697" 7520 4 1 1 1 0.165129125118256 0 -717257.625 -543985.3125 27001
"33698" 7520 5 1 1 1 0.21354316174984 0 -821334.25 -717257.625 16201
"33699" 7520 6 1 1 1 0.15616762638092 0 -689845.125 -821334.25 66516
"33701" 7521 2 2 2 2 0.273470163345337 0 -456095.125 -494177.375 119785
"33702" 7521 3 2 2 2 0.083066463470459 0 -483183.75 -456095.125 79219
"33703" 7521 4 2 2 2 0.261319369077682 0 -437590.75 -483183.75 237543.5
"33704" 7521 5 1 2 2 0.168787002563477 0 -302613.25 -437590.75 -50251
"33706" 7522 2 1 1 1 0.181061148643494 0 326276.625 109448.125 226689
"33707" 7522 3 1 1 1 0.0449655503034592 0 164910 326276.625 -41146
"33708" 7522 4 1 1 1 0.134782627224922 0 252301.125 164910 139068
"33709" 7522 5 1 1 1 0.0657621771097183 0 -88398.625 252301.125 -258997
"33710" 7522 6 1 1 1 0.138731494545937 0 -404395.25 -88398.625 -209689
"33711" 7522 7 1 1 1 0.044065497815609 0 -667047.75 -404395.25 -70702
"33712" 7522 8 1 1 1 0.00680573051795363 0 -364646.25 -667047.75 117173
"33722" 7524 2 15 15 15 0.109641529619694 0 -191033.9375 -483476.171875 287585.859375
"33723" 7524 3 17 15 15 0.031959529966116 0 -291756.71875 -191033.9375 -21290.59375
"33724" 7524 4 16 15.6666666666667 17 0.0614838637411594 0 -503112.4375 -291756.71875 -11082.40625
"33725" 7524 6 14 15.75 16 0.113171003758907 0 -494662.78125 -503112.4375 63754.15625
"33727" 7525 2 3 2 2 0 0 -1019991.4375 -1017287 -58515
"33728" 7525 3 2 2.5 3 0.116241633892059 0 -1221775.5 -1019991.4375 0
"33729" 7525 4 2 2.33333333333333 2 0.10543305426836 0 -1243111.5 -1221775.5 0
"33730" 7525 5 3 2.25 2 0.273317456245422 0 6092196 -1243111.5 2851705
"33731" 7525 7 1 2.4 3 0.240719139575958 0 6092196 6092196 -2230286
"33733" 7526 2 1 1 1 0.333421349525452 0 -395873.8125 -333772.75 -162326
"33734" 7526 4 1 1 1 0.0687033385038376 0 -605778.5 -395873.8125 79064
"33735" 7526 5 1 1 1 0.0756830722093582 0 -402785.375 -605778.5 10204
"33736" 7526 6 1 1 1 0.0835667327046394 0 -653103.875 -402785.375 -79688
"33737" 7526 7 1 1 1 0.0509550124406815 0 -724524.375 -653103.875 -10178
"33738" 7526 8 1 1 1 0.0994715392589569 0 -872019.625 -724524.375 -99783
"33742" 7527 2 2 1 1 0.284445881843567 0 -354291.75 -197687.5625 -115809.5
"33743" 7527 3 1 1.5 2 0.0643386617302895 0 -21635.125 -354291.75 387842.5
"33745" 7528 2 2 1 1 0.201788619160652 0 -607255.375 -266313.1875 -312087.5
"33746" 7528 3 1 1.5 2 0.143552735447884 0 -96988.25 -607255.375 564097.5
"33747" 7528 4 1 1.33333333333333 1 0.0296286381781101 0 128095.375 -96988.25 341484
"33749" 7529 2 4 1 1 0 0 13404.1875 -555061.25 602566
"33750" 7529 4 4 2.5 4 0.157597333192825 0 68109.125 13404.1875 85082.25
"33751" 7529 5 4 3 4 0.185619980096817 0 57042.1875 68109.125 68365.25
"33752" 7529 6 5 3.25 4 0.0930306240916252 0 -292974.4375 57042.1875 -149743.3125
"33753" 7529 7 4 3.6 5 0.138938203454018 0 -145894 -292974.4375 267358.0625
"33754" 7529 8 5 3.66666666666667 4 0.105143137276173 0 -236816.75 -145894 -155895.875
"33756" 7530 2 2 2 2 0.000472255342174321 0 -136276.75 -94028.875 11582.5
"33757" 7530 3 2 2 2 0.0754174366593361 0 -565853.625 -136276.75 -313176.5
"33758" 7530 4 2 2 2 0.172061592340469 0 -660337.375 -565853.625 -51175
"33760" 7531 2 1 1 1 0.246168240904808 1 7301.75 -125070.375 492280
"33761" 7531 3 2 1 1 0.531321406364441 1 -794910.75 7301.75 -795490.5
"33763" 7532 2 2 1 1 0.00632714899256825 1 2319308.375 101913.625 2279352
"33764" 7532 3 23 1.5 2 0.000271419645287097 0 -175943.5 2319308.375 -2230286
"33765" 7532 4 22 8.66666666666667 23 0.00282674166373909 0 -439031.125 -175943.5 57446.75
"33770" 7533 2 3 3 3 0.0979420691728592 0 -1460853.28125 -1945013 -417340.65625
"33771" 7533 3 2 3 3 0.134080991148949 0 -1945013 -1460853.28125 23581.15625
"33772" 7533 4 2 2.66666666666667 2 0 0 -1945013 -1945013 -192189.5
"33773" 7533 5 2 2.5 2 0.139875322580338 0 -1911359.5 -1945013 101611.5
"33774" 7533 6 1 2.4 2 0.0953987315297127 0 -1523532.375 -1911359.5 24944.5
"33775" 7533 7 1 2.16666666666667 1 0 0 -1715001.125 -1523532.375 -164656
"33777" 7534 2 1 1 1 0.0712693408131599 0 2527088.625 622847.125 1914102
"33778" 7534 3 1 1 1 0.357159972190857 0 22035 2527088.625 -2230286
"33779" 7534 4 1 1 1 0.0497169680893421 0 -221331.875 22035 -191690
"33780" 7534 5 1 1 1 0.00946539174765348 0 -1407077.5 -221331.875 -773852
"33781" 7534 6 1 1 1 0 0 -1262901.25 -1407077.5 -79707
"33783" 7535 2 2 1 1 0.0269051995128393 0 -343329.3125 304313.75 -642079.5
"33784" 7535 3 1 1.5 2 0.0170210525393486 0 154037.75 -343329.3125 521978.5
"33785" 7535 4 1 1.33333333333333 1 0.0508641228079796 0 -177407.1875 154037.75 -295432
"33786" 7535 5 1 1.25 1 0.0072778956964612 0 -284850.875 -177407.1875 -78589
"33787" 7535 6 1 1.2 1 0.00818036124110222 0 343136.75 -284850.875 681818
"33788" 7535 7 2 1.16666666666667 1 0.05704016238451 0 -182767.625 343136.75 -409504
"33789" 7535 8 2 1.28571428571429 2 0.0683326423168182 0 63866.625 -182767.625 289943
"33791" 7536 4 4 5 5 0.000651371490675956 0 -318440.1875 -155297.25 -96955
"33792" 7536 5 3 4.5 4 0.00493804598227143 0 -251794.875 -318440.1875 95500
"33793" 7536 6 3 4 3 0.00238533830270171 0 -333958.5625 -251794.875 -28333.3125
"33794" 7536 8 3 3.75 3 0.00504000810906291 0 -689667.71875 -333958.5625 -196000.03125
"33797" 7538 2 1 1 1 0.0537824705243111 0 -351899.8125 -331131.25 -15205
"33798" 7538 3 1 1 1 0 0 -249602.25 -351899.8125 126909
"33799" 7538 4 1 1 1 0 0 -542547.1875 -249602.25 -256932
"33809" 7539 5 1 1 1 0.222180604934692 0 -536267.125 75740.25 -291473
"33812" 7541 5 1 1 1 0.253455758094788 0 1921015.3125 461607.0625 1492281
"33814" 7542 2 1 1 1 0.162889063358307 0 -830240.375 -252470.875 -567909
"33815" 7542 3 1 1 1 0 1 -712077.875 -830240.375 290060
"33816" 7542 4 1 1 1 0.0776606798171997 0 -1152190.625 -712077.875 -358410
"33818" 7543 5 1 1 1 0.203266695141792 0 300289.875 120203.5 510240
"33821" 7545 2 1 1 1 0.070809930562973 0 -286540.8125 -547979.25 267002
"33822" 7545 3 1 1 1 0.297861725091934 0 -458129.25 -286540.8125 -146977
"33823" 7545 4 1 1 1 0.0437109358608723 0 -556593.1875 -458129.25 -62451
"33824" 7545 5 1 1 1 0 0 -560498.875 -556593.1875 24949
"33826" 7546 2 1 1 1 0 1 5566332.125 324303.75 2851705
"33828" 7547 2 1 1 1 0.236731320619583 0 -776730.375 -173635.875 -593234
"33831" 7549 2 1 1 1 0.252227425575256 0 -141922.375 -431786.5 97075
"33832" 7549 3 1 1 1 0.108477629721165 0 -252194.875 -141922.375 60358
"33833" 7549 4 1 1 1 0.339798122644424 0 -713744.375 -252194.875 -400307
"33834" 7549 5 1 1 1 0 0 -946831.625 -713744.375 -185375
"33837" 7551 2 8 6 6 0 0 820751.625 1907945.5 -1096588
"33838" 7551 3 10 7 8 0 1 151368 820751.625 -588426.25
"33840" 7552 2 1 1 1 0 0 -322260.375 -407043.875 94644
"33841" 7552 3 1 1 1 0.0796687230467796 0 -383527 -322260.375 58954
"33842" 7552 4 1 1 1 0.166408449411392 0 -483895.875 -383527 -48692
"33843" 7552 5 1 1 1 0.132966801524162 1 -1501148.75 -483895.875 -637292
"33844" 7552 6 4 1 1 0 0 -916570 -1501148.75 399350.25
"33846" 7553 3 1 1 1 0.0444006025791168 0 4982701 1470364.125 2851705
"33847" 7553 4 1 1 1 0.0318674817681313 0 1884782.125 4982701 -2230286
"33848" 7553 7 1 1 1 0.0160592552274466 0 5834412.25 1884782.125 2851705
"33850" 7554 3 5 5 5 0.185443252325058 0 -627211.96875 -141417.6875 -475933.78125
"33851" 7554 4 1 5 5 0 0 -233206 -627211.96875 514226.59375
"33853" 7555 2 1 1 1 0.114725716412067 0 -136291.375 -395079.875 268649
"33854" 7555 3 1 1 1 0.0868910625576973 0 662130 -136291.375 918642
"33855" 7555 4 1 1 1 0.210149601101875 0 -395162.875 662130 -1005616
"33856" 7555 5 1 1 1 0.121248424053192 0 -510480.625 -395162.875 -33615
"33858" 7556 4 2 2 2 0.0574198216199875 0 -429882.6875 -513460.0625 70141.5
"33860" 7557 2 1 1 1 0.0115609411150217 0 -353299.1875 -372375.25 55089
"33861" 7557 3 2 1 1 0.000123947786050849 1 -435883.375 -353299.1875 -53729.5
"33862" 7557 4 4 1.33333333333333 2 0.0248912386596203 0 -771826.5 -435883.375 -282112.75
"33863" 7557 5 3 2 4 0 0 -883227.625 -771826.5 4999.25
"33864" 7557 6 2 2.2 3 0 0 -857551.375 -883227.625 68985
"33873" 7558 2 1 2 2 0.134850785136223 0 2102954.3125 342648.4375 1746870
"33874" 7558 3 2 1.5 1 0.256712973117828 0 634670.875 2102954.3125 -1466361.5
"33875" 7558 4 2 1.66666666666667 2 0.247050702571869 0 309602.75 634670.875 -170449.5
"33877" 7559 2 1 1 1 0.174465402960777 0 6290.1875 18441.75 -6588
"33878" 7559 3 1 1 1 0.0726731419563293 0 46102.75 6290.1875 64424
"33879" 7559 4 1 1 1 0.0466098487377167 0 -230913.1875 46102.75 -241003
"33880" 7559 5 1 1 1 0.0072280983440578 0 -216693.875 -230913.1875 43074
"33881" 7559 6 1 1 1 0.0152959553524852 0 -282191.25 -216693.875 -11667
"33882" 7559 7 2 1 1 0 0 -633686.125 -282191.25 -235094.5
"33883" 7559 8 1 1.14285714285714 2 0.00924259796738625 0 186007.625 -633686.125 863002.5
"33893" 7560 2 1 1 1 0 0 -735733.25 -735773.5 32449
"33894" 7560 3 1 1 1 0 0 -712776.125 -735733.25 13563
"33895" 7560 4 1 1 1 0 0 -778290.5 -712776.125 15443
"33897" 7561 2 1 1 1 0.120346270501614 0 -838005.375 -487027.875 -341117
"33899" 7562 3 2 1 1 0 0 -518585.25 -132378.875 -332376
"33900" 7562 4 2 1.5 2 0 0 -636634.125 -518585.25 -1648.5
"33901" 7562 5 2 1.66666666666667 2 0 0 -494727.375 -636634.125 185215.5
"33903" 7563 5 55 31 31 0.0673513486981392 0 -608028.9375 -799428.71875 212735.78125
"33910" 7564 2 1 1 1 0.00315173016861081 0 -214082.125 -346996.5 128058
"33911" 7564 3 1 1 1 0.00935946591198444 0 -182497.3125 -214082.125 111017
"33912" 7564 4 2 1 1 0.00226414459757507 0 -489811.625 -182497.3125 -107041
"33913" 7564 5 2 1.25 2 0.00265251658856869 0 -519797.25 -489811.625 90292
"33914" 7564 6 2 1.4 2 0.0102542070671916 0 -403597.125 -519797.25 51227
"33921" 7565 3 2 2 2 0.42080295085907 1 5523281.375 1168891.1875 2851705
"33922" 7565 4 6 2 2 0.0241838842630386 1 3230747.125 5523281.375 -2051052.5
"33923" 7565 5 6 3.33333333333333 6 0.0237403158098459 0 6092196 3230747.125 2851705
"33925" 7566 2 1 1 1 0.256517708301544 0 -361999.4375 -617571 199761
"33926" 7566 3 1 1 1 0.0195968933403492 0 -625343.5 -361999.4375 -61560
"33927" 7566 4 1 1 1 0.0926212593913078 0 -954123.5 -625343.5 -307444
"33928" 7566 5 1 1 1 0 0 -645236.375 -954123.5 259130
"33929" 7566 6 1 1 1 0 0 -878063.625 -645236.375 -170870
"33930" 7566 7 1 1 1 0 0 -838856.125 -878063.625 261300
"33933" 7568 2 7 8 8 0.0215613506734371 0 -48758.375 -359659 313905.5625
"33934" 7568 3 6 7.5 7 0.0547933951020241 0 -244557.21875 -48758.375 -185209.21875
"33935" 7568 6 9 7 6 0.0245417021214962 0 -320573.875 -244557.21875 31770.53125
"33936" 7568 7 9 7.5 9 0 0 -353482.59375 -320573.875 56110.78125
"33937" 7568 8 7 7.8 9 0.0286577716469765 0 -124141.5625 -353482.59375 262999.03125
"33944" 7571 2 1 2 2 0.326932013034821 1 -1945013 746614.0625 -1633304
"33946" 7572 2 1 1 1 0.19317027926445 0 4175356.8125 1933994.0625 2231483
"33949" 7573 3 1 1 1 0.137071698904037 0 -496532.25 -670334.25 203977
"33950" 7573 4 1 1 1 0.13504122197628 0 -645291.1875 -496532.25 -112746
"33951" 7573 5 1 1 1 0.014318848028779 0 -637035.25 -645291.1875 90941
"33952" 7573 6 1 1 1 0.10078951716423 0 -734767.625 -637035.25 18668
"33953" 7573 7 1 1 1 0.174262046813965 0 -915393.375 -734767.625 -137317
"33955" 7574 4 1 1 1 0.0840888544917107 0 -854876.875 -594108 -209092
"33957" 7575 3 3 3 3 0.115916915237904 0 14618.375 -34513 52136.3125
"33958" 7575 4 3 3 3 0.0787560045719147 0 -65378.875 14618.375 -69407.625
"33959" 7575 5 3 3 3 0.0289195161312819 0 -88468.25 -65378.875 17705.3125
"33960" 7575 6 3 3 3 0.0739797428250313 0 -228775.78125 -88468.25 -85121.65625
"33961" 7575 7 3 3 3 0 0 -726440.21875 -228775.78125 -31960.6875
"33962" 7575 8 2 3 3 0 0 -466851.875 -726440.21875 320830.84375
"33963" 7575 9 2 2.85714285714286 2 0.0432040318846703 0 -234107.625 -466851.875 280456.5
"33965" 7576 2 2 1 1 0.441727668046951 0 2071383.75 1315660.3125 898033.5
"33967" 7577 4 1 1 1 0.343875795602798 0 326574.8125 71668.625 263878
"33968" 7577 5 1 1 1 0.376643359661102 0 -207895.5 326574.8125 -478977
"33969" 7577 6 1 1 1 0.060662530362606 0 -451667.25 -207895.5 -194753
"33970" 7577 7 2 1 1 0 0 -782782.75 -451667.25 -254938
"33972" 7578 2 3 1 1 0.0306112244725227 1 -441143.40625 -739655.75 -9842.65625
"33973" 7578 3 3 2 3 0.00622890191152692 0 -753066.53125 -441143.40625 55767
"33974" 7578 4 3 2.33333333333333 3 0.0357650555670261 0 -763999.5 -753066.53125 60325.65625
"33977" 7580 2 1 1 1 0.172721415758133 0 -359044.625 -248746.3125 89975
"33978" 7580 3 1 1 1 0.0612119063735008 0 -756967.25 -359044.625 -277645
"33979" 7580 4 1 1 1 0.00100470019970089 0 -414784.125 -756967.25 277210
"33981" 7581 2 6 6 6 0.11588204652071 0 172318.625 -195123.1875 399850.5625
"33991" 7582 2 1 2 2 0.360466063022614 0 127774.8125 -373028.8125 489090
"33992" 7582 3 2 1.5 1 0.0264115519821644 0 -125274.875 127774.8125 -249478.5
"33994" 7583 7 2 3 3 0.0223070532083511 0 -970207.75 -811004.28125 -52895.84375
"33995" 7583 8 2 2.5 2 0.276405960321426 0 -1213548.75 -970207.75 -51390.5
"33996" 7583 9 1 2.33333333333333 2 0.0676253959536552 0 -866620.25 -1213548.75 161700
"33998" 7584 2 6 4 4 0.204023391008377 0 -84708.25 -847315.8125 787219
"33999" 7584 3 5 5 6 0.180891498923302 0 39491 -84708.25 160212.1875
"34000" 7584 4 6 5 5 0.0829440727829933 0 438480.125 39491 427843.8125
"34001" 7584 5 4 5.25 6 0.176490411162376 0 707450 438480.125 322800.25
"34002" 7584 7 6 5 4 0.112728089094162 0 359962.25 707450 -187778.625
"34011" 7588 4 1 1 1 0.139729276299477 0 988100.125 597790.75 472732
"34012" 7588 7 1 1 1 0.331456989049911 0 14239.875 988100.125 -904286
"34014" 7589 2 1 1 1 0.0277914199978113 0 10634.1875 232747.75 -216550
"34015" 7589 3 1 1 1 0.15952730178833 0 -64568.25 10634.1875 -50591
"34016" 7589 4 1 1 1 0.0237569455057383 1 147670.125 -64568.25 277106
"34017" 7589 5 1 1 1 0.117872677743435 0 -27513.25 147670.125 -121353
"34018" 7589 6 1 1 1 0.0282208900898695 0 -155116.625 -27513.25 -11203
"34019" 7589 7 1 1 1 4.26842088927515e-05 0 -193291.375 -155116.625 5134
"34021" 7590 2 2 3 3 0.0490836054086685 0 385621.625 -574043.21875 969525.34375
"34022" 7590 3 4 2.5 2 0.0702838003635406 0 53380.75 385621.625 -212020.25
"34023" 7590 4 3 3 4 0.147335916757584 0 -112675.5625 53380.75 -114379.4375
"34024" 7590 5 3 3 3 0.117668129503727 0 -108848 -112675.5625 85530.3125
"34025" 7590 6 3 3 3 0.174780696630478 0 -349205.25 -108848 -134049.625
"34026" 7590 7 2 3 3 0.0298821926116943 0 -414917.75 -349205.25 126238
"34028" 7591 2 1 1 1 0.295503824949265 0 111453.375 3612.125 189544
"34030" 7592 2 2 2 2 0.24674665927887 0 -341738.1875 -406431.9375 54814
"34031" 7592 3 1 2 2 0.0898302793502808 0 125293 -341738.1875 495236
"34032" 7592 4 2 1.66666666666667 1 0.0360590070486069 0 -293596.0625 125293 -390905.5
"34033" 7592 5 1 1.75 2 0.134506270289421 0 266812.3125 -293596.0625 546972.5
"34034" 7592 6 2 1.6 1 0.223130360245705 0 -246731.125 266812.3125 -511621.5
"34035" 7592 7 2 1.66666666666667 2 0.020854327827692 0 -375756.75 -246731.125 25593
"34036" 7592 8 2 1.71428571428571 2 0.182023733854294 0 -338269.25 -375756.75 23257
"34046" 7594 2 9 8 8 0 0 19163.625 589636.375 -488770
"34048" 7595 5 7 9 9 0.196259558200836 0 -356784.375 -540332.8125 245544.125
"34049" 7595 6 4 8 7 0.255529582500458 0 -194445.625 -356784.375 215116.0625
"34050" 7595 7 2 6.66666666666667 4 0.0848174765706062 0 1581040.625 -194445.625 1785130.75
"34051" 7595 8 3 5.5 2 0.228081434965134 0 200158.375 1581040.625 -1352651.125
"34052" 7595 9 2 5 3 0.201796859502792 0 -195484.5 200158.375 -305853.375
"34054" 7596 2 1 1 1 0 0 -404105.625 332096.75 -619802
"34056" 7597 5 8 10 10 0.089728519320488 0 -228071.125 -376478.25 202237.5
"34057" 7597 6 8 9 8 0.112840741872787 0 -360704.5 -228071.125 -16233
"34058" 7597 7 8 8.66666666666667 8 0.150824904441833 0 -374010.375 -360704.5 30002.875
"34060" 7598 2 1 2 2 0.000243257221882232 0 123518.1875 -561014.4375 728326.5
"34061" 7598 3 2 1.5 1 0.0176631603389978 0 -245063.6875 123518.1875 -380295.5
"34062" 7598 4 2 1.66666666666667 2 0 1 -497777.75 -245063.6875 -166945
"34068" 7599 2 1 1 1 0.229809567332268 0 142364.1875 182315.75 -5851
"34069" 7599 3 1 1 1 0.155146539211273 0 70294.5 142364.1875 -36836
"34070" 7599 4 1 1 1 0.100715823471546 0 82197.875 70294.5 7047
"34071" 7599 5 1 1 1 0.177758768200874 0 -44438.3125 82197.875 -47204
"34072" 7599 6 1 1 1 0.176063597202301 0 -167769.625 -44438.3125 76942
"34073" 7599 7 1 1 1 0.162947967648506 0 -196216.25 -167769.625 91831
"34074" 7599 8 1 1 1 0.167007252573967 0 4632.875 -196216.25 135876
"34076" 7600 3 25 23 23 0.00322349811904132 0 159947.375 303776.5 -109728.5625
"34077" 7600 4 26 24 25 0.10619793087244 0 140780.1875 159947.375 16066.5
"34078" 7600 5 24 24.6666666666667 26 0.17323724925518 0 -16661.8125 140780.1875 -162298.375
"34079" 7600 8 18 24.5 24 0 0 306194.625 -16661.8125 722839.5625
"34080" 7600 9 21 23.2 18 0.143661677837372 0 193196.5 306194.625 -177971.25
"34082" 7601 2 1 1 1 0.12248395383358 1 -442560.375 -599675.8125 148973
"34083" 7601 3 1 1 1 0 0 -25187.1875 -442560.375 426345
"34084" 7601 4 1 1 1 0 1 -579445.25 -25187.1875 -449746
"34087" 7603 2 2 13 13 0 0 -806351.25 -1075318.5 301376
"34089" 7604 2 1 1 1 0.228460505604744 0 -411803 -311394.375 19812
"34090" 7604 3 1 1 1 0.254226922988892 0 -443383.875 -411803 20096
"34091" 7604 4 1 1 1 0.194304451346397 0 -510799.625 -443383.875 14287
"34092" 7604 5 1 1 1 0.204936981201172 0 -596710.25 -510799.625 20397
"34094" 7605 2 2 2 2 0.157226234674454 0 -107764.9375 -140679 35919
"34095" 7605 3 2 2 2 0.0111538479104638 0 149515.9375 -107764.9375 267870.5
"34096" 7605 4 2 2 2 0.317004799842834 0 99124.75 149515.9375 -9596.5
"34097" 7605 5 1 2 2 0.313322007656097 0 408489.875 99124.75 364551
"34098" 7605 6 1 1.8 1 0.0275417342782021 0 -262337.75 408489.875 -659021
"34099" 7605 7 1 1.66666666666667 1 0.0248330347239971 0 -401120.25 -262337.75 -49763
"34100" 7605 8 1 1.57142857142857 1 0.066454142332077 0 308816.75 -401120.25 743595
"34102" 7606 2 1 1 1 0 0 -151803.1875 -401112.9375 239430
"34103" 7606 4 1 1 1 0.0540656670928001 0 -387578.5625 -151803.1875 -179587
"34104" 7606 5 1 1 1 0.105034686625004 0 -921484.625 -387578.5625 -545420
"34106" 7607 2 1 1 1 0.328876376152039 0 933632.1875 1415138.75 -475943
"34107" 7607 3 1 1 1 0.191289126873016 0 550448.75 933632.1875 -358572
"34108" 7607 4 1 1 1 0.137803331017494 0 955696.8125 550448.75 441261
"34109" 7607 5 1 1 1 0.206117287278175 0 381656.125 955696.8125 -545186
"34110" 7607 6 1 1 1 0.0777935311198235 0 556888.75 381656.125 229063
"34111" 7607 7 1 1 1 0.0431855767965317 0 1331638.375 556888.75 891150
"34112" 7607 8 1 1 1 0.125049665570259 0 1454554.625 1331638.375 166225
"34114" 7608 2 2 2 2 0.34024965763092 0 -567148.3125 -464252.25 -97332.5
"34115" 7608 3 2 2 2 0.163410782814026 0 -633074.25 -567148.3125 -41314.5
"34116" 7608 4 2 2 2 0.132229223847389 0 -656853.1875 -633074.25 12234
"34117" 7608 5 2 2 2 0.164599239826202 0 -665118.875 -656853.1875 20589
"34118" 7608 6 3 2 2 0.105183996260166 0 -809425.25 -665118.875 -90476
"34119" 7608 7 2 2.16666666666667 3 0.106039650738239 0 -817665.125 -809425.25 108160.5
"34120" 7608 8 2 2.14285714285714 2 0.105867341160774 0 -983931.875 -817665.125 -122958
"34122" 7609 2 1 1 1 0.379552632570267 0 1555848.875 1442005.75 104449
"34123" 7609 3 1 1 1 0.314192265272141 0 1393724.5 1555848.875 -81167
"34124" 7609 4 1 1 1 0.210178285837173 0 1592850.125 1393724.5 209985
"34125" 7609 5 1 1 1 0.188974112272263 0 1389072.875 1592850.125 -200368
"34126" 7609 6 1 1 1 0.170114606618881 1 -685543.125 1389072.875 -2008451
"34133" 7610 2 1 1 1 0.415548413991928 1 -453215 -918120.875 594987
"34134" 7610 3 1 1 1 0.0120000978931785 1 -840541.875 -453215 -335650
"34135" 7610 4 4 1 1 0.00481098797172308 0 -1168749.375 -840541.875 -246504.75
"34137" 7611 2 2 1 1 0.35376450419426 0 -499290.375 -36929.875 -452500
"34138" 7611 3 2 1.5 2 0.239550024271011 0 -594511 -499290.375 25000
"34139" 7611 4 2 1.66666666666667 2 0.169575482606888 0 -661062.875 -594511 -14875
"34140" 7611 5 1 1.75 2 0.230162963271141 0 -272890.625 -661062.875 469875
"34143" 7613 2 1 1 1 0.125494807958603 0 56304.625 -265548.875 331714
"34144" 7613 3 1 1 1 0.0893382877111435 0 -398464 56304.625 -334548
"34145" 7613 4 1 1 1 0.0621423274278641 0 -509745.875 -398464 -59605
"34146" 7613 5 1 1 1 0.102182365953922 0 -604336.625 -509745.875 -12888
"34147" 7613 6 1 1 1 0.0156082706525922 0 -647083.25 -604336.625 63561
"34148" 7613 7 1 1 1 0.0744105204939842 0 -1063710.75 -647083.25 -224677
"34149" 7613 8 1 1 1 0.149328231811523 0 -695743.25 -1063710.75 182739
"34151" 7614 2 2 2 2 0.00903905648738146 0 8963.6875 -315156.25 329683.5
"34152" 7614 3 2 2 2 0.0485187023878098 0 47064.25 8963.6875 62712
"34153" 7614 4 2 2 2 0.0168532934039831 0 339779.8125 47064.25 328728.5
"34154" 7614 5 1 2 2 0.0101045174524188 1 1694727.125 339779.8125 1383802
"34160" 7616 2 1 1 1 0.144559979438782 0 -222476.375 78891.125 -291507
"34161" 7616 3 1 1 1 0.220215171575546 0 -315524 -222476.375 27173
"34162" 7616 4 1 1 1 0.0337471477687359 0 -809508.875 -315524 -442308
"34163" 7616 5 1 1 1 0 0 -489852.625 -809508.875 401359
"34164" 7616 6 1 1 1 0.118454553186893 0 -339184.25 -489852.625 256976
"34165" 7616 7 1 1 1 0.0242964457720518 0 -675708.75 -339184.25 -144574
"34166" 7616 8 1 1 1 0.0862532034516335 0 -683870.25 -675708.75 -193390
"34168" 7617 2 1 1 1 0.133365735411644 0 95369 -240205.375 455795
"34169" 7617 3 1 1 1 0.263552129268646 0 312105.125 95369 268413
"34170" 7617 4 1 1 1 0 0 -342927.625 312105.125 -573330
"34171" 7617 5 1 1 1 0.0115354349836707 0 -425132.25 -342927.625 24103
"34172" 7617 6 1 1 1 0.0135987270623446 0 -882464.75 -425132.25 -265382
"34173" 7617 7 1 1 1 6.48080385872163e-05 0 -596083.25 -882464.75 101153
"34175" 7618 2 1 1 1 0 0 -375156.25 -847315.8125 496771
"34176" 7618 3 1 1 1 0.295476645231247 0 -107940.1875 -375156.25 303229
"34177" 7618 4 1 1 1 0.0400144569575787 1 -180625.25 -107940.1875 10000
"34178" 7618 5 1 1 1 0.0516654998064041 1 -628334.375 -180625.25 -288000
"34180" 7619 2 8 8 8 0.180007249116898 0 -315276.5625 -238283.75 -71429.25
"34181" 7619 3 8 8 8 0 0 -250062.375 -315276.5625 89825.625
"34182" 7619 4 8 8 8 0.00856263376772404 0 -293855.4375 -250062.375 -7780.125
"34183" 7619 5 8 8 8 0 0 -265143.125 -293855.4375 57567
"34185" 7620 2 1 1 1 0.210550144314766 0 -76731.90625 672892.0625 -695956
"34186" 7620 3 1 1 1 0.217539846897125 0 -230681.3125 -76731.90625 -155216
"34187" 7620 4 1 1 1 0.127099007368088 0 -86933.59375 -230681.3125 184185
