"id" "age" "emp" "cmean_emp" "emp_prev" "ln_roa" "exit_term" "assp_soc_prev" "assp_soc" "assp_hist"
"10815" 2364 5 3 4.5 5 0.185177490115166 0 1538013.6875 2288509.3125 -739906
"10826" 2365 6 2 1 1 0 0 -1221775.5 -988303 -87499
"10836" 2366 14 8 7 7 0.316366881132126 0 754108.375 461605.375 326161
"10849" 2367 8 5 3 3 0.160758838057518 0 -676815.875 -428059.1875 -237897.3125
"10850" 2367 9 5 4 5 0 0 -692948.9375 -676815.875 -12723.8125
"10851" 2367 10 2 4.33333333333333 5 0.14836061000824 0 -716021.375 -692948.9375 65096.8125
"10852" 2367 11 2 3.75 2 0 0 -397749.625 -716021.375 296267.5
"10854" 2368 2 1 1 1 0.0238771364092827 0 -1945013 1299768.125 -810838
"10856" 2369 9 2 37 37 0 0 6092196 -511247.28125 2851705
"10858" 2370 2 1 1 1 0.111441977322102 0 -329152.25 -301686.8125 -2854
"10859" 2370 3 1 1 1 0.024349307641387 0 -365790.1875 -329152.25 -625
"10860" 2370 4 1 1 1 0.0428530722856522 0 -262367.875 -365790.1875 132277
"10861" 2370 5 2 1 1 0.0935181379318237 0 -677113.25 -262367.875 -360915
"10862" 2370 6 1 1.2 2 0.0468396730720997 0 -471074.625 -677113.25 322439
"10863" 2370 7 1 1.16666666666667 1 0.042536549270153 0 -447821.375 -471074.625 66562
"10876" 2371 2 1 1 1 0.321930766105652 0 -1945013 -1945013 0
"10878" 2372 12 1 2 2 0 0 174089.8125 -135344.25 367753.5
"10879" 2372 13 1 1.5 1 0 1 128906.3125 174089.8125 59064
"10881" 2373 3 1 1 1 0.408976793289185 0 1120139 217104.125 1033116
"10882" 2373 4 1 1 1 0.067713588476181 0 567387.125 1120139 -501075
"10884" 2374 2 1 1 1 0.144111678004265 0 500458.75 1076782.125 -522493
"10885" 2374 3 1 1 1 0 0 -26905.625 500458.75 -410964
"10886" 2374 4 1 1 1 0 0 -567114.375 -26905.625 -496900
"10889" 2376 2 1 1 1 0 0 -710668.25 -429477.5 -248782
"10890" 2376 3 1 1 1 0 0 -635816.125 -710668.25 65458
"10891" 2376 4 2 1 1 0 0 -870263.5 -635816.125 -153490
"10900" 2377 9 4 3 3 0 0 -583480.75 -375415.8125 -186728.9375
"10901" 2377 10 3 3.5 4 0 0 -497432.0625 -583480.75 36291.5625
"10902" 2377 11 3 3.33333333333333 3 0 0 -606030.625 -497432.0625 -46641.3125
"10903" 2377 12 2 3.25 3 0 0 -110741.25 -606030.625 396847.5
"10904" 2377 13 2 3 2 0 0 -397926.625 -110741.25 33349
"10906" 2378 8 4 5 5 0.0216310750693083 0 -133402.25 -473627.625 460503
"10907" 2378 9 2 4.5 4 0.00980718340724707 0 443010.375 -133402.25 511439.5
"10909" 2379 2 1 1 1 0 0 -619539.125 -609995.5 -14400
"10910" 2379 3 1 1 1 0.0880315452814102 0 -698971.3125 -619539.125 0
"10911" 2379 4 1 1 1 0.263641715049744 0 4028393.375 -698971.3125 2851705
"10912" 2379 5 1 1 1 0.45148167014122 0 6092196 4028393.375 2507708
"10913" 2379 6 1 1 1 0.00340482452884316 0 6092196 6092196 1264965
"10925" 2380 3 1 1 1 0 0 176535.375 332991.125 302036
"10926" 2380 4 2 1 1 0 0 -632224.125 176535.375 -814323
"10927" 2380 5 1 1.33333333333333 2 0.132179766893387 1 -1490172.75 -632224.125 360236
"10929" 2381 9 6 4 4 0.115060038864613 1 -325168.84375 -156249.8125 -133685.34375
"10930" 2381 10 11 5 6 0.167197331786156 1 -278470.40625 -325168.84375 41842.0625
"10931" 2381 11 13 7 11 0.181992530822754 1 -309951.15625 -278470.40625 47951.4375
"10932" 2381 12 35 8.5 13 0.207333639264107 1 -489240.71875 -309951.15625 20983.75
"10935" 2383 3 2 1 1 0.289283663034439 1 -887908.1875 -847315.8125 20032
"10936" 2383 4 1 1.5 2 9.08964921109146e-06 0 -918348.875 -887908.1875 -1586
"10937" 2383 5 1 1.33333333333333 1 0 0 -990625.25 -918348.875 -18446
"10949" 2386 3 1 2 2 0.000969039974734187 0 3671951.375 -1069511 2851705
"10952" 2388 7 2 1 1 0 0 -728309.3125 -836552.25 113806.5
"10953" 2388 8 2 1.5 2 0 0 -613532.75 -728309.3125 139388
"10954" 2388 9 2 1.66666666666667 2 0.00125022290740162 0 -682281.1875 -613532.75 -32735.5
"10956" 2389 8 5 4 4 0.229918465018272 0 -474405.21875 -505408.25 36566.59375
"10957" 2389 9 4 4.5 5 0.109563447535038 0 -442859 -474405.21875 56157.65625
"10958" 2389 10 4 4.33333333333333 4 0.133594304323196 0 -532636.4375 -442859 -53764.5
"10959" 2389 11 5 4.25 4 0.0604738183319569 0 -474984.46875 -532636.4375 86506.65625
"10960" 2389 12 4 4.4 5 0.121680527925491 0 -404888 -474984.46875 123926.84375
"10961" 2389 13 3 4.33333333333333 4 0.132652431726456 0 -473993.9375 -404888 47294.4375
"10962" 2389 14 2 4.14285714285714 3 0.0631275698542595 0 -123977.875 -473993.9375 393324.8125
"10964" 2390 5 1 2 2 0.344139128923416 0 618102.25 -604057.75 1414110.5
"10965" 2390 6 1 1.5 1 0.0576303228735924 0 772661.75 618102.25 -30669
"10973" 2391 8 2 5 5 0.17213386297226 0 852816.1875 69090.5625 817826.1875
"10974" 2391 9 3 3.5 2 0.061640989035368 0 267019.1875 852816.1875 -550563.3125
"10975" 2391 10 3 3.33333333333333 3 0.0627101212739944 0 293300.1875 267019.1875 21424.625
"10976" 2391 11 5 3.25 3 0.0469706356525421 0 -200016.5 293300.1875 -413884.5
"10977" 2391 12 4 3.6 5 0.0348065830767155 0 -164064.875 -200016.5 236224.9375
"10978" 2391 13 5 3.66666666666667 4 0.0784156247973442 0 -483537.25 -164064.875 -199194.75
"10979" 2391 14 3 3.85714285714286 5 0.0569489859044552 0 13186.5625 -483537.25 431750.6875
"10998" 2394 2 1 1 1 0 1 -819152 -781842.875 92772
"10999" 2394 3 2 1 1 0.301382482051849 0 -877257.375 -819152 -6428.5
"11000" 2394 4 1 1.33333333333333 2 0.0761463642120361 0 -685960.625 -877257.375 272999.5
"11001" 2394 5 1 1.25 1 0 1 -873139.25 -685960.625 -80871
"11002" 2394 6 1 1.2 1 0 0 -1006135.75 -873139.25 58954
"11003" 2394 7 1 1.16666666666667 1 0.144287034869194 0 -784798.25 -1006135.75 36109
"11006" 2396 9 7 6 6 0.0252788290381432 0 -336832.6875 -397168.25 50941.4375
"11007" 2396 10 6 6.5 7 0.0606292076408863 1 -287913.1875 -336832.6875 129876.875
"11008" 2396 11 7 6.33333333333333 6 0.0979861319065094 0 -172227.875 -287913.1875 126544.6875
"11009" 2396 12 8 6.5 7 0.253380864858627 0 -357218 -172227.875 -181580.875
"11010" 2396 13 11 6.8 8 0.0923277959227562 0 -665443.8125 -357218 -220056.5625
"11011" 2396 14 12 7.5 11 0.0104671521112323 0 -512594.1875 -665443.8125 130845.375
"11015" 2397 5 4 3 3 0 1 -840980.625 -482862 -306441.75
"11016" 2397 6 4 3.5 4 0.135563015937805 0 -1084177.375 -840980.625 -161494
"11017" 2397 7 2 3.66666666666667 4 0.00605880934745073 0 -987448.25 -1084177.375 203036.75
"11018" 2397 8 2 3.25 2 0.0366794690489769 0 -1005025.25 -987448.25 174373.5
"11024" 2399 7 6 7 7 0.0155854783952236 0 -64435.8125 -352219.5625 270900.9375
"11025" 2399 8 1 6.5 6 0 0 2264706.625 -64435.8125 2464838.5
"11026" 2399 9 3 4.66666666666667 1 0.0429798923432827 0 -222220.75 2264706.625 -2230286
"11027" 2399 10 3 4.25 3 0 0 -26035.6875 -222220.75 248962.375
"11028" 2399 12 1 4 3 0.0124366115778685 0 2297818 -26035.6875 2361729.3125
"11029" 2399 13 2 3.5 1 0.0349586941301823 0 432637 2297818 -1775391.5
"11031" 2400 6 1 1 1 0 0 1670699.75 535119.75 1284453
"11032" 2400 7 1 1 1 0 0 482755.375 1670699.75 -1071544
"11033" 2400 8 1 1 1 0 1 -137568.375 482755.375 -577015
"11035" 2401 3 3 3 3 0.110991023480892 0 97138.6875 257247.875 -80677
"11036" 2401 4 4 3 3 0.0684248358011246 0 -274630.875 97138.6875 -171496.25
"11037" 2401 5 3 3.33333333333333 4 0.0899049490690231 0 36513.75 -274630.875 431422.25
"11039" 2402 4 9 8 8 0.000326551526086405 0 -117348.125 -53476.5 42436
"11040" 2402 5 9 8.5 9 0 0 -178539.625 -117348.125 130759
"11041" 2402 6 10 8.66666666666667 9 0.00140947592444718 0 203311 -178539.625 196622.125
"11046" 2403 2 1 1 1 0.322491079568863 0 4917141.75 4456041.25 523267
"11047" 2403 3 1 1 1 0.254274755716324 0 -1255137.125 4917141.75 -2230286
"11048" 2403 4 1 1 1 0 0 4781002.75 -1255137.125 2851705
"11049" 2403 5 1 1 1 0.174950703978539 0 861006.5 4781002.75 -2230286
"11050" 2403 6 1 1 1 0.0650600045919418 0 1847241.125 861006.5 1236965
"11051" 2403 7 1 1 1 0.0381389111280441 0 6092196 1847241.125 2851705
"11054" 2405 13 11 10 10 0.0780318975448608 0 -745979.75 -216628.125 -337401.125
"11055" 2405 14 10 10.5 11 0.0478313155472279 0 -330720.875 -745979.75 230030.375
"11057" 2406 8 7 6 6 0.143460214138031 0 -225349.25 -192240.75 -27544.9375
"11058" 2406 9 10 6.5 7 0.139180317521095 0 -461001.65625 -225349.25 -211040.96875
"11059" 2406 10 13 7.66666666666667 10 0.0595829598605633 0 -349265.9375 -461001.65625 147748.65625
"11060" 2406 11 14 9 13 0.150015443563461 0 -329066.6875 -349265.9375 49053.9375
"11061" 2406 12 15 10 14 0.172744259238243 0 -382083.125 -329066.6875 813.9375
"11062" 2406 13 15 10.8333333333333 15 0.0322668738663197 0 -563955.8125 -382083.125 -65472.3125
"11063" 2406 14 15 11.4285714285714 15 0.0565639100968838 0 -455580.6875 -563955.8125 151683.875
"11065" 2407 3 1 1 1 0 0 137775.5 -589161.8125 762171
"11066" 2407 5 1 1 1 0.319619596004486 0 22608.6875 137775.5 -40591
"11067" 2407 6 1 1 1 0.170743331313133 0 -268170.625 22608.6875 -90506
"11068" 2407 7 1 1 1 0.127848759293556 0 -335243.25 -268170.625 53205
"11069" 2407 8 1 1 1 0.0214885175228119 0 -488812.125 -335243.25 -218542
"11072" 2409 2 2 1 1 0 0 137870.25 -338477.8125 500959.5
"11074" 2410 2 1 1 1 0.100205317139626 0 871526.9375 1580804.625 -647282
"11075" 2410 3 1 1 1 0.18313005566597 0 333941.625 871526.9375 -484808
"11076" 2410 4 1 1 1 0.0957563370466232 0 800934.125 333941.625 476637
"11077" 2410 5 1 1 1 0.100683599710464 1 1833467.5 800934.125 1150554
"11079" 2411 12 16 18 18 0.112465634942055 0 -475850.75 -395944.34375 40371.21875
"11080" 2411 13 19 17 16 0 0 -476198.65625 -475850.75 -65321.03125
"11097" 2414 6 5 6 6 0.0805739015340805 0 470628.625 420923.3125 53276.5
"11098" 2414 7 5 5.5 5 0.0274830646812916 0 277756.8125 470628.625 -183900
"11099" 2414 8 7 5.33333333333333 5 0.0329719074070454 0 -5329.5 277756.8125 -227593
"11100" 2414 9 7 5.75 7 0 0 -120987.6875 -5329.5 -66639.4375
"11101" 2414 10 6 6 7 0.0116232531145215 0 -46770.25 -120987.6875 150394.9375
"11104" 2416 10 27 29 29 0 0 -1945013 -1945013 534530.125
"11105" 2416 11 26 28 27 0 0 -1945013 -1945013 447497
"11106" 2416 12 31 27.3333333333333 26 0 0 -1334025 -1945013 -104836
"11107" 2416 13 33 28.25 31 0 0 -1945013 -1334025 378964.5
"11109" 2417 2 1 1 1 0.0324127078056335 0 773812.125 630489 195000
"11110" 2417 3 1 1 1 0.0106177562847733 0 348189.375 773812.125 -343920
"11111" 2417 4 1 1 1 0.0464498065412045 0 335771.75 348189.375 93890
"11112" 2417 5 1 1 1 0.0176680460572243 0 709379.25 335771.75 565558
"11113" 2417 6 1 1 1 0.00615388946607709 0 531970.75 709379.25 -362637
"11115" 2418 5 1 1 1 0 0 -968277.25 -958443.5 22575
"11118" 2420 6 6 5 5 0.0363182760775089 0 -253979.8125 -182741.9375 8194.3125
"11119" 2420 7 7 5.5 6 0.0742549002170563 0 -397122.46875 -253979.8125 57130.65625
"11120" 2420 8 2 6 7 0.111799173057079 0 1000934.75 -397122.46875 1518334.84375
"11122" 2421 13 6 5 5 0.441786974668503 0 -305398.8125 -253514.625 64516.1875
"11123" 2421 14 7 5.5 6 0.20487904548645 0 -421457.6875 -305398.8125 -72750.125
"11132" 2422 4 5 2 2 0.0684277266263962 0 -429634.0625 -606911.875 239273.5
"11133" 2422 5 8 3.5 5 0.000706088438164443 0 -464163.375 -429634.0625 18248
"11134" 2422 6 9 5 8 0.0443675294518471 0 -464719.1875 -464163.375 9088.6875
"11136" 2423 2 1 1 1 0.126902028918266 0 -1195137.25 -996734 41284
"11150" 2424 2 1 1 1 0.0345857478678226 0 -83936.8125 149139.75 -227513
"11151" 2424 4 2 1 1 0.239231079816818 0 -287301.1875 -83936.8125 -142740
"11152" 2424 5 1 1.33333333333333 2 0.0905459001660347 0 256891.125 -287301.1875 573047
"11153" 2424 6 1 1.25 1 0.021265622228384 0 40782.75 256891.125 -162278
"11154" 2424 7 1 1.2 1 0.101719029247761 0 79860.375 40782.75 155478
"11155" 2424 8 1 1.16666666666667 1 0.0748494938015938 0 130986.625 79860.375 94435
"11157" 2425 14 1 5 5 0.102045625448227 0 927793.625 42627.375 928475
"11160" 2427 9 2 3 3 0.00261933077126741 0 -747862.5 -443558.53125 -276099.15625
"11161" 2427 10 2 2.5 2 0.000361854443326592 0 -821438.5625 -747862.5 -45592.5
"11162" 2427 11 1 2.33333333333333 2 0.00413008546456695 0 -790162.6875 -821438.5625 17840
"11163" 2427 12 2 2 1 0.00219746516086161 0 -857484.625 -790162.6875 -65400
"11164" 2427 13 1 2 2 0.127728715538979 0 -944103.25 -857484.625 68000
"11165" 2427 14 2 1.83333333333333 1 0 0 -827872.75 -944103.25 102000
"11167" 2428 2 2 2 2 0.205438569188118 0 -426617.875 -942511 567570
"11168" 2428 3 2 2 2 0.0746290385723114 0 -156122.625 -426617.875 352198
"11169" 2428 4 2 2 2 0 0 -410790.25 -156122.625 -148360
"11170" 2428 5 2 2 2 0 0 -891220.25 -410790.25 -288479.5
"11171" 2428 6 1 2 2 0.18193244934082 0 136406.75 -891220.25 842398.5
"11173" 2429 3 1 1 1 0.000324609456583858 0 2628692 5076836.1875 -1967795
"11174" 2429 4 1 1 1 0 0 934754.125 2628692 -1642261
"11177" 2431 2 1 1 1 0 0 -243019.1875 -186596.25 -20410
"11178" 2431 3 1 1 1 0 0 -295253.875 -243019.1875 -23380
"11179" 2431 4 1 1 1 0.00663181068375707 0 -291516.25 -295253.875 57568
"11180" 2431 5 1 1 1 0.0563788451254368 0 -442369.625 -291516.25 -34453
"11181" 2431 6 1 1 1 0.186288893222809 0 -630857.375 -442369.625 -145179
"11184" 2433 2 1 1 1 0.175062522292137 0 110701.625 -593829.875 714392
"11187" 2435 5 4 4 4 0.111658550798893 0 53988.125 -670636.5 776301.5
"11188" 2435 6 6 4 4 0.00739788310602307 0 -670644.8125 53988.125 -642930.1875
"11189" 2435 7 4 4.66666666666667 6 0.000941103673540056 1 -1003402.75 -670644.8125 -226450.3125
"11190" 2435 8 1 4.5 4 0.0956334546208382 0 -1501148.75 -1003402.75 -305795.5
"11191" 2435 9 1 3.8 1 0.0647531226277351 0 -1038724.25 -1501148.75 277196
"11196" 2436 4 8 2 2 0.54659640789032 0 -888760.875 6092196 -2230286
"11198" 2437 9 2 6 6 0.0577110014855862 0 868051.375 -1086752.91601562 1945410.16601562
"11199" 2437 10 3 4 2 0.0747469738125801 0 694774.125 868051.375 -92319.875
"11200" 2437 11 3 3.66666666666667 3 0.0240602008998394 0 602066.125 694774.125 -81848.625
"11201" 2437 12 2 3.5 3 0.0136889526620507 0 1522870.875 602066.125 924214
"11202" 2437 13 2 3.2 2 0 0 87377.625 1522870.875 -1347324
"11203" 2437 14 3 3 2 0 0 -660848.125 87377.625 -770230
"11217" 2438 3 1 1 1 0 0 -19336.375 -540630.5 492873
"11218" 2438 4 1 1 1 0.231547400355339 0 -276504.625 -19336.375 -195211
"11219" 2438 5 1 1 1 0.0599534623324871 0 -1035258.75 -276504.625 -857196
"11220" 2438 6 1 1 1 0 0 -963577.125 -1035258.75 392216
"11222" 2439 3 2 1 1 0.0923721343278885 0 -242850.75 -221432.875 32412.5
"11223" 2439 4 2 1.5 2 0.194608747959137 0 -308650.625 -242850.75 50600.5
"11224" 2439 5 2 1.66666666666667 2 0.0744347795844078 0 -359488.375 -308650.625 -7529
"11226" 2440 8 2 2 2 0.102021247148514 0 -212326.3125 -182740.125 49846
"11227" 2440 9 2 2 2 0.0786680355668068 0 -419667.125 -212326.3125 -7067.5
"11228" 2440 10 2 2 2 0.114001110196114 0 -526502.25 -419667.125 13442.5
"11229" 2440 11 2 2 2 0.0674354210495949 0 -552513.625 -526502.25 -90984.5
"11231" 2441 2 1 1 1 0.00743341352790594 0 -686861.625 -940214.375 315310
"11241" 2442 7 2 2 2 0.0215755999088287 0 -1053415.75 -1326148.75 87504.5
"11244" 2444 2 1 1 1 0 0 -753595.625 -514414.875 -157478
"11245" 2444 3 1 1 1 0 1 -1138331.75 -753595.625 -86478
"11246" 2444 4 1 1 1 0.0511366315186024 0 -1033460.25 -1138331.75 -80357
"11248" 2445 8 10 12 12 0.00283632893115282 0 -1007099.3125 -1141491.84375 141420.90625
"11249" 2445 9 14 11 10 0.00642734812572598 0 -890867.6875 -1007099.3125 -84417.25
"11250" 2445 10 18 12 14 0.00682590808719397 0 -1053893.875 -890867.6875 -13157.0625
"11251" 2445 11 20 13.5 18 0.0184648670256138 0 -1058190.6875 -1053893.875 46711.5625
"11252" 2445 12 33 14.8 20 0.0501327775418758 0 -1895233.1875 -1058190.6875 -90784.25
"11253" 2445 13 29 17.8333333333333 33 0.0027954822871834 0 -1836363.125 -1895233.1875 160112.3125
"11254" 2445 14 34 19.4285714285714 29 0.0443389639258385 0 -254302.125 -1836363.125 -52458.9375
"11256" 2446 6 4 3 3 0.0604205243289471 0 44499.9375 285012.625 -212529.125
"11257" 2446 7 3 3.5 4 0.0504425913095474 1 458223.3125 44499.9375 400287.5
"11258" 2446 8 4 3.33333333333333 3 0.0433822870254517 0 279164.125 458223.3125 -177137.25
"11259" 2446 9 4 3.5 4 0.106202773749828 0 87029.75 279164.125 -37515.75
"11260" 2446 10 4 3.6 4 0.0252998527139425 0 3653.5 87029.75 -97606.75
"11262" 2447 14 6 7 7 0 0 135877.875 313795.1875 -157892.3125
"11265" 2449 12 3 3 3 0.0755917057394981 0 -103804.625 6132.625 -47980
"11266" 2449 13 3 3 3 0.116872310638428 0 -412308.4375 -103804.625 -406945.6875
"11267" 2449 14 3 3 3 0.0348183624446392 0 -695756.125 -412308.4375 37086.6875
"11269" 2450 5 2 2 2 0.0847391560673714 0 -394422.5 -683416.375 -35901
"11271" 2451 10 3 3 3 0 0 6092196 6092196 -2230286
"11272" 2451 11 4 3 3 0.0157679542899132 0 6092196 6092196 -2230286
"11273" 2451 12 3 3.33333333333333 4 0.00306145776994526 0 6092196 6092196 2851705
"11274" 2451 13 2 3.25 3 0.00518020568415523 0 6092196 6092196 2851705
"11275" 2451 14 2 3 2 0.00441165827214718 0 6092196 6092196 -1801164
"11277" 2452 9 2 4 4 0.00818235706537962 0 5138122.875 5112485.75 16243
"11279" 2453 2 1 1 1 0.0639630481600761 0 -582061.875 -279902 -250483
"11280" 2453 3 1 1 1 0.0782538950443268 0 -745022.625 -582061.875 -81258
"11282" 2454 2 1 1 1 0 0 -245839.3125 -619539.125 453132
"11283" 2454 3 1 1 1 0.0506219379603863 0 -308581.625 -245839.3125 137531
"11284" 2454 4 1 1 1 0.122627653181553 0 -273986.25 -308581.625 154873
"11285" 2454 5 1 1 1 0.149912640452385 0 -399828.125 -273986.25 -190815
"11293" 2455 2 1 1 1 0.0880966112017632 0 -847973.875 -721386.375 48363
"11294" 2455 3 1 1 1 0.242197811603546 0 -816031.375 -847973.875 -35215
"11297" 2457 9 2 3 3 0.0707986205816269 0 221367.875 6092196 -2230286
"11299" 2458 11 2 3 3 0.132247447967529 0 -233368.625 -71429.25 -80236.625
"11300" 2458 12 2 2.5 2 0.0423630550503731 0 -200644.25 -233368.625 139032
"11301" 2458 13 2 2.33333333333333 2 0.105382733047009 0 -220170.25 -200644.25 172424.5
"11302" 2458 14 2 2.25 2 0.129815027117729 0 -5231.75 -220170.25 29710
"11304" 2459 2 1 1 1 0.0190284252166748 0 -375546.25 -446141.875 124426
"11305" 2459 4 1 1 1 0.0358006954193115 0 -670763.375 -375546.25 -135508
"11307" 2460 3 11 1 1 0.226420298218727 1 -303281.75 -518395.5 210257.375
"11308" 2460 4 9 6 11 0.0683761164546013 0 -79499.1875 -303281.75 303214.75
"11309" 2460 5 10 7 9 0.0763401836156845 0 -343814.9375 -79499.1875 -64042.4375
"11310" 2460 6 11 7.75 10 0.10564362257719 0 -446770.8125 -343814.9375 17321.75
"11311" 2460 7 11 8.4 11 0.1233099848032 0 -367363.3125 -446770.8125 14434.375
"11313" 2461 3 1 2 2 0.279280841350555 0 -780508.125 -913568.5 156075
"11314" 2461 5 1 1.5 1 0.0231222715228796 0 -980147.875 -780508.125 -107823
"11323" 2462 2 1 2 2 0.0433824472129345 0 -158369.375 -564354.875 415846
"11325" 2463 12 2 1 1 0.00392660684883595 0 -121704.25 -389634.875 321761
"11326" 2463 13 3 1.5 2 0.144452378153801 0 -404273.9375 -121704.25 -166169.3125
"11327" 2463 14 2 2 3 0.0910791978240013 0 -67611.875 -404273.9375 379970.8125
"11331" 2466 2 1 1 1 0.161484375596046 1 -591549.125 -674606.5 106072
"11332" 2466 3 1 1 1 0.0182252004742622 0 -725326.5 -591549.125 -52820
"11333" 2466 4 1 1 1 0.0469314642250538 0 -642821.875 -725326.5 93364
"11334" 2466 5 1 1 1 0 0 -633315.125 -642821.875 12916
"11335" 2466 6 1 1 1 0.00176939263474196 0 -657897.375 -633315.125 63587
"11336" 2466 7 1 1 1 0.0827626809477806 0 -799539.125 -657897.375 -163646
"11338" 2467 2 1 1 1 0.0174199286848307 1 -1080925.625 -616394.875 -294300
"11347" 2469 2 1 1 1 0 0 -1006233.875 -954553 -4
"11348" 2469 3 1 1 1 0 0 -708839.625 -1006233.875 379097
"11349" 2469 4 1 1 1 0.0112280836328864 0 -865980.25 -708839.625 -50833
"11350" 2469 5 1 1 1 0.0757681950926781 0 -849363.75 -865980.25 208567
"11351" 2469 6 1 1 1 0.0930643826723099 0 -617968.25 -849363.75 46167
"11358" 2470 14 18 16 16 0.17660228908062 0 -871670.125 -645131.3125 185293.1875
"11360" 2471 8 10 9 9 0.535604596138 0 -552290.46875 -589429.875 46999.90625
"11366" 2472 2 13 11 11 0.299517631530762 0 134851.4375 293904 -123039.625
"11368" 2473 13 6 6 6 0.142902374267578 0 -78256.4375 -148204.4375 186348.375
"11369" 2473 14 8 6 6 0.108918130397797 0 -320135.125 -78256.4375 -198569.9375
"11371" 2474 2 1 1 1 0.20566101372242 0 -184471 -191068.1875 34802
"11372" 2474 3 1 1 1 0.374711543321609 0 -28459.5625 -184471 183995
"11373" 2474 4 1 1 1 0 0 -266397.6875 -28459.5625 -251374
"11374" 2474 5 1 1 1 0 0 -60669.625 -266397.6875 207650
"11375" 2474 6 1 1 1 0.491664320230484 0 107403.75 -60669.625 322692
"11376" 2474 7 1 1 1 0.276644319295883 0 -26864.75 107403.75 -148499
"11378" 2475 7 2 3 3 0.03139553591609 0 2733890.375 1590934.75 1133561.5
"11379" 2475 8 2 2.5 2 0.0199492778629065 0 3228442 2733890.375 575509
"11380" 2475 9 1 2.33333333333333 2 0.0325362049043179 0 3537609.125 3228442 320026.5
"11381" 2475 10 1 2 1 0.161863043904305 0 168145.875 3537609.125 -2230286
"11382" 2475 11 2 1.8 1 0.270964384078979 0 -727227.875 168145.875 -807204.5
"11383" 2475 12 2 1.83333333333333 2 0.0829941108822823 0 -802042.125 -727227.875 -96818.5
"11385" 2476 2 1 1 1 0.0529942288994789 1 -523688.875 212066.125 -553997
"11386" 2476 3 1 1 1 0.111223690211773 0 -276890.625 -523688.875 328501
"11387" 2476 4 1 1 1 0.0474064759910107 0 -547198.25 -276890.625 -164000
"11390" 2478 11 6 8 8 0.0893086418509483 0 2178762 1379908.5 990804
"11391" 2478 12 2 7 6 0.00367982219904661 1 5662956.75 2178762 2851705
"11394" 2480 3 1 1 1 0 0 1518466.375 577081.125 1023088
"11395" 2480 4 3 1 1 0.0972319394350052 0 -71692.625 1518466.375 -1483851.375
"11396" 2480 5 3 1.66666666666667 3 0 0 312864.625 -71692.625 576507.75
"11397" 2480 6 3 2 3 0.141357466578484 0 456645.75 312864.625 -41447.375
"11399" 2481 2 3 2 2 0.00860133767127991 0 1064773.25 -724301 1810410.25
"11400" 2481 3 1 2.5 3 0.0264781732112169 0 6092196 1064773.25 2851705
"11401" 2481 4 3 2 1 0.00532994884997606 0 1950230.375 6092196 -2230286
"11402" 2481 5 2 2.25 3 0.0259749330580235 0 3428379.25 1950230.375 1379707
"11403" 2481 6 1 2.2 2 0 0 6092196 3428379.25 2851705
"11417" 2482 7 5 5 5 0.0157223213464022 0 96715.125 116303.75 96811.75
"11418" 2482 8 4 5 5 0.12441224604845 0 472220.875 96715.125 418814.5
"11420" 2483 2 1 1 1 0 0 -558712.875 -552007 44971
"11421" 2483 3 1 1 1 0.105164602398872 0 -721884.625 -558712.875 -81469
"11422" 2483 4 1 1 1 0.00132173846941441 0 -1196196.25 -721884.625 -368004
"11423" 2483 5 1 1 1 0 1 -995340.25 -1196196.25 207578
"11427" 2484 3 1 1 1 0.163392379879951 0 3087263 2393361.625 814122
"11428" 2484 4 1 1 1 0.213051497936249 0 3639795.125 3087263 604209
"11429" 2484 5 1 1 1 0.130658194422722 0 136149.375 3639795.125 -2230286
"11430" 2484 6 1 1 1 0.0134638622403145 0 6092196 136149.375 2851705
"11431" 2484 7 1 1 1 0.00861936900764704 0 5279849.25 6092196 -2230286
"11444" 2486 2 1 1 1 0.00416520470753312 0 -469833.625 -385633.25 32200
"11445" 2486 3 1 1 1 0.00412718206644058 0 -557212.25 -469833.625 121516
"11447" 2487 4 1 1 1 0.152831196784973 0 -611511 -400290.375 -91000
"11448" 2487 5 1 1 1 0 0 -519548.875 -611511 143639
"11449" 2487 6 1 1 1 0 0 -816290.625 -519548.875 -215039
"11450" 2487 7 1 1 1 0 0 -759478.25 -816290.625 163120
"11452" 2488 2 2 1 1 0.229315936565399 0 4449200.125 6092196 -2230286
"11453" 2488 3 3 1.5 2 0.247764408588409 0 4155349.625 4449200.125 -232608
"11454" 2488 4 3 2 3 0.211698889732361 0 925728.625 4155349.625 -2230286
"11457" 2490 2 1 1 1 0.175978899002075 0 6092196 3768460.0625 2851705
"11458" 2490 3 1 1 1 0.26634269952774 0 5050301 6092196 -2230286
"11460" 2491 9 7 6 6 0.194760605692863 0 -425921.9375 -112198.375 -209211.5
"11461" 2491 10 6 6.5 7 0.212837934494019 0 -540782.0625 -425921.9375 -38682.625
"11465" 2492 2 1 1 1 0.0221640355885029 0 -851174.625 -869263.25 134489
"11468" 2494 3 1 1 1 0.16942323744297 0 -648504.375 -731025.625 125830
"11470" 2495 8 5 4 4 0.153211921453476 0 -720900.4375 -770674.75 82183.0625
"11471" 2495 9 5 4.5 5 0.0233877040445805 0 -600329.3125 -720900.4375 111177
"11472" 2495 10 5 4.66666666666667 5 0.0806482136249542 0 -682447.09375 -600329.3125 -1160.40625
"11473" 2495 11 6 4.75 5 0.0431162640452385 0 -694976.375 -682447.09375 -1669.90625
